Attendance,Study_Hours,Assignment_Score,Previous_Test_Score,Sleep_Hours,Participation_Level,Internet_Access,Extra_Classes,Parent_Education,Screen_Time,Projects_Completed,Stress_Level,Performance
86,7.1,100,95,8.6,High,Yes,Yes,Postgraduate,1.5,10,Low,Excellent
59,1.7,39,49,5.8,Low,No,No,Graduate,9.7,0,High,Poor
92,9.1,100,95,8.5,High,Yes,Yes,Postgraduate,3.1,9,Low,Excellent
78,5.9,83,75,6.3,High,Yes,Yes,Graduate,3.0,8,Medium,Good
82,4.5,76,70,6.3,High,Yes,Yes,Graduate,3.0,5,Medium,Good
48,2.1,55,53,4.8,Low,No,No,Graduate,9.4,1,High,Poor
43,1.5,36,36,4.2,Low,Yes,No,School,8.1,1,High,Poor
60,4.6,53,62,6.6,Low,Yes,Yes,School,7.8,2,Medium,Average
98,8.0,89,100,7.4,High,Yes,Yes,Postgraduate,1.6,7,Low,Excellent
88,8.6,98,96,7.1,High,Yes,Yes,Postgraduate,3.7,8,Low,Excellent
75,2.8,61,51,5.4,Low,Yes,No,School,4.9,5,Medium,Average
98,9.2,100,93,8.0,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
55,3.2,58,54,6.5,Medium,Yes,No,School,7.9,4,High,Average
44,2.9,40,39,4.7,Low,Yes,No,School,7.0,0,High,Poor
88,7.1,85,98,8.7,High,Yes,Yes,Postgraduate,1.7,8,Low,Excellent
81,6.3,84,80,6.4,High,Yes,Yes,Postgraduate,5.3,6,Low,Good
53,1.6,54,40,4.8,Low,No,No,Graduate,8.6,2,High,Poor
86,9.6,94,86,8.3,High,Yes,Yes,Postgraduate,1.1,7,Low,Excellent
85,7.7,91,94,8.9,High,Yes,Yes,Postgraduate,2.3,10,Low,Excellent
42,2.7,37,50,4.6,Low,Yes,No,Graduate,9.1,0,High,Poor
71,2.4,55,67,5.7,Low,Yes,Yes,Graduate,6.9,2,High,Average
91,9.3,91,97,8.9,High,Yes,Yes,Postgraduate,2.6,7,Low,Excellent
55,3.4,54,69,5.3,Medium,Yes,No,Graduate,7.7,4,High,Average
86,5.3,77,73,7.1,Medium,Yes,Yes,Postgraduate,4.5,5,Low,Good
60,1.8,39,46,5.0,Low,Yes,No,Graduate,9.1,1,High,Poor
73,6.9,82,72,6.6,High,Yes,Yes,Graduate,2.5,5,Low,Good
44,2.3,46,37,5.5,Low,Yes,No,School,7.3,0,High,Poor
76,4.8,84,83,7.3,Medium,Yes,Yes,Graduate,2.7,8,Medium,Good
90,5.3,75,81,6.0,High,Yes,Yes,Graduate,3.7,6,Medium,Good
56,4.3,64,67,7.0,Low,Yes,Yes,Graduate,5.3,3,High,Average
43,2.4,52,31,4.7,Low,No,No,School,6.9,0,High,Poor
74,2.0,52,56,5.3,Medium,Yes,Yes,Graduate,7.8,4,Medium,Average
86,7.4,85,90,8.2,High,Yes,Yes,Postgraduate,2.8,7,Low,Excellent
63,4.8,53,67,5.5,Medium,Yes,Yes,Graduate,5.1,3,High,Average
42,1.9,50,32,5.0,Low,No,No,Graduate,8.4,2,High,Poor
85,7.4,85,93,8.2,High,Yes,Yes,Postgraduate,2.5,7,Low,Excellent
55,3.2,60,53,6.9,Medium,Yes,Yes,Graduate,7.4,3,High,Average
44,1.3,37,47,5.3,Low,No,No,School,7.9,2,High,Poor
55,1.2,41,45,4.7,Low,No,No,Graduate,8.4,2,High,Poor
95,8.5,100,86,8.8,High,Yes,Yes,Postgraduate,1.1,9,Low,Excellent
54,1.2,46,52,4.4,Low,Yes,No,School,9.2,1,High,Poor
47,1.9,49,32,4.1,Low,No,No,School,6.7,2,High,Poor
75,4.7,82,84,7.8,High,Yes,Yes,Graduate,4.8,8,Low,Good
53,2.9,38,55,5.5,Low,No,No,School,7.1,2,High,Poor
71,5.8,77,79,7.3,High,Yes,Yes,Postgraduate,2.4,7,Low,Good
75,2.3,63,65,6.7,Medium,Yes,Yes,School,7.0,4,Medium,Average
54,1.1,35,47,5.7,Low,No,No,Graduate,9.1,2,High,Poor
71,4.8,70,83,6.5,High,Yes,Yes,Postgraduate,3.1,4,Low,Good
95,9.4,95,86,7.8,High,Yes,Yes,Postgraduate,3.6,9,Low,Excellent
88,6.5,92,87,8.5,High,Yes,Yes,Postgraduate,3.5,7,Low,Excellent
94,9.4,94,90,7.4,High,Yes,Yes,Postgraduate,1.6,7,Low,Excellent
85,8.5,99,100,7.8,High,Yes,Yes,Postgraduate,1.7,7,Low,Excellent
73,4.2,71,71,6.2,High,Yes,Yes,Graduate,3.6,4,Medium,Good
88,9.1,88,87,8.6,High,Yes,Yes,Postgraduate,2.0,7,Low,Excellent
74,5.9,85,85,7.9,High,Yes,Yes,Postgraduate,4.1,8,Medium,Good
44,1.3,41,55,4.4,Low,No,No,Graduate,9.1,2,High,Poor
85,8.1,86,91,7.2,High,Yes,Yes,Postgraduate,3.7,7,Low,Excellent
56,4.4,69,67,5.4,Medium,Yes,Yes,Graduate,7.4,2,Medium,Average
88,6.4,100,95,7.4,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
41,1.6,43,36,5.2,Low,No,No,Graduate,9.5,0,High,Poor
59,4.7,61,69,6.5,Medium,Yes,No,School,5.3,5,High,Average
49,1.2,47,41,4.1,Low,No,No,Graduate,6.3,1,High,Poor
58,2.4,40,49,5.3,Low,Yes,No,Graduate,6.1,1,High,Poor
72,2.7,59,61,6.1,Low,Yes,No,Graduate,5.9,5,High,Average
95,7.5,97,89,7.2,High,Yes,Yes,Postgraduate,1.9,10,Low,Excellent
75,2.7,69,54,6.1,Low,Yes,No,School,6.3,3,Medium,Average
85,9.8,92,88,7.6,High,Yes,Yes,Postgraduate,2.8,10,Low,Excellent
87,9.7,97,93,7.3,High,Yes,Yes,Postgraduate,2.4,10,Low,Excellent
98,9.8,93,93,8.3,High,Yes,Yes,Postgraduate,3.2,10,Low,Excellent
83,6.9,83,82,7.5,High,Yes,Yes,Graduate,3.3,7,Low,Good
77,6.5,74,71,7.6,High,Yes,Yes,Graduate,4.6,7,Medium,Good
95,9.3,89,96,7.1,High,Yes,Yes,Postgraduate,3.0,8,Low,Excellent
85,4.4,84,79,7.5,Medium,Yes,Yes,Graduate,5.8,5,Low,Good
89,9.3,93,88,7.4,High,Yes,Yes,Postgraduate,1.1,10,Low,Excellent
52,2.3,49,49,4.0,Low,Yes,No,Graduate,7.6,1,High,Poor
86,7.9,97,97,7.8,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
79,4.3,74,76,6.2,Medium,Yes,Yes,Graduate,3.7,8,Medium,Good
97,8.8,86,88,7.1,High,Yes,Yes,Postgraduate,2.1,7,Low,Excellent
70,4.7,83,80,7.0,High,Yes,Yes,Postgraduate,4.9,8,Medium,Good
99,7.7,99,87,8.6,High,Yes,Yes,Postgraduate,1.4,7,Low,Excellent
97,9.3,89,95,8.2,High,Yes,Yes,Postgraduate,2.4,10,Low,Excellent
88,7.0,96,97,8.4,High,Yes,Yes,Postgraduate,2.5,7,Low,Excellent
81,4.7,74,83,6.3,Medium,Yes,Yes,Graduate,4.2,5,Low,Good
59,2.3,52,56,6.9,Medium,Yes,Yes,Graduate,7.2,2,High,Average
94,9.9,100,99,7.9,High,Yes,Yes,Postgraduate,3.5,8,Low,Excellent
77,5.9,76,80,7.1,Medium,Yes,Yes,Postgraduate,5.5,5,Low,Good
95,7.4,85,85,8.8,High,Yes,Yes,Postgraduate,1.4,10,Low,Excellent
87,9.8,94,86,8.7,High,Yes,Yes,Postgraduate,1.5,8,Low,Excellent
44,2.4,54,45,5.5,Low,No,No,School,8.0,1,High,Poor
60,2.4,57,57,7.0,Low,Yes,No,School,5.5,4,Medium,Average
77,4.3,77,75,7.6,High,Yes,Yes,Postgraduate,3.8,7,Low,Good
84,6.9,77,83,7.7,Medium,Yes,Yes,Graduate,2.1,6,Low,Good
73,4.6,56,51,5.8,Low,Yes,No,School,6.1,2,High,Average
74,6.6,77,76,6.2,Medium,Yes,Yes,Postgraduate,2.7,7,Low,Good
73,4.3,76,77,7.8,Medium,Yes,Yes,Graduate,4.5,4,Low,Good
70,3.4,55,62,5.6,Low,Yes,Yes,Graduate,6.5,4,Medium,Average
71,4.1,50,59,5.9,Low,Yes,Yes,Graduate,6.1,4,Medium,Average
73,3.2,53,66,6.9,Medium,Yes,Yes,Graduate,4.9,4,Medium,Average
88,6.1,85,79,6.1,High,Yes,Yes,Graduate,3.9,8,Low,Good
89,5.6,75,72,7.2,Medium,Yes,Yes,Graduate,5.5,7,Low,Good
75,7.0,70,75,7.9,High,Yes,Yes,Postgraduate,3.5,8,Medium,Good
81,4.1,85,71,6.8,High,Yes,Yes,Graduate,4.7,4,Low,Good
89,7.6,100,93,7.8,High,Yes,Yes,Postgraduate,2.2,9,Low,Excellent
83,6.4,79,71,6.5,High,Yes,Yes,Postgraduate,3.9,8,Medium,Good
87,6.0,78,73,6.5,Medium,Yes,Yes,Graduate,6.0,7,Low,Good
72,4.3,73,84,7.5,High,Yes,Yes,Postgraduate,4.8,6,Medium,Good
98,6.5,87,91,7.0,High,Yes,Yes,Postgraduate,2.0,10,Low,Excellent
97,7.5,91,97,7.9,High,Yes,Yes,Postgraduate,1.0,10,Low,Excellent
71,5.9,71,77,7.8,Medium,Yes,Yes,Postgraduate,4.3,5,Low,Good
85,7.3,97,91,8.0,High,Yes,Yes,Postgraduate,1.2,7,Low,Excellent
100,7.1,96,85,7.5,High,Yes,Yes,Postgraduate,3.4,7,Low,Excellent
88,6.4,98,99,7.2,High,Yes,Yes,Postgraduate,2.0,10,Low,Excellent
92,6.0,99,91,7.7,High,Yes,Yes,Postgraduate,2.9,9,Low,Excellent
55,2.8,53,60,6.0,Medium,Yes,Yes,Graduate,5.4,5,High,Average
63,3.5,59,50,6.3,Low,Yes,No,Graduate,7.9,4,High,Average
86,5.0,74,73,6.4,High,Yes,Yes,Graduate,3.1,7,Low,Good
85,9.0,87,98,8.4,High,Yes,Yes,Postgraduate,1.3,9,Low,Excellent
60,4.6,58,67,6.7,Low,Yes,No,School,6.4,5,Medium,Average
67,4.3,57,66,5.9,Medium,Yes,No,Graduate,4.8,2,Medium,Average
67,2.9,50,61,5.5,Medium,Yes,Yes,Graduate,7.5,3,Medium,Average
82,6.4,83,76,6.5,High,Yes,Yes,Postgraduate,4.7,4,Low,Good
86,4.0,83,72,6.4,Medium,Yes,Yes,Postgraduate,5.4,6,Low,Good
94,8.5,95,91,7.4,High,Yes,Yes,Postgraduate,2.4,7,Low,Excellent
85,5.2,75,74,7.7,High,Yes,Yes,Graduate,3.4,6,Medium,Good
63,2.5,66,50,5.5,Low,Yes,No,School,5.7,3,High,Average
75,6.7,79,83,6.3,High,Yes,Yes,Postgraduate,2.8,7,Medium,Good
75,4.5,60,56,6.2,Low,Yes,Yes,School,5.0,2,Medium,Average
78,6.8,76,81,6.1,High,Yes,Yes,Postgraduate,3.1,5,Medium,Good
100,8.0,100,89,7.4,High,Yes,Yes,Postgraduate,3.1,8,Low,Excellent
58,2.6,60,50,5.7,Low,Yes,Yes,Graduate,7.2,4,High,Average
91,6.9,85,97,7.7,High,Yes,Yes,Postgraduate,2.8,10,Low,Excellent
86,4.8,83,83,7.3,High,Yes,Yes,Postgraduate,3.0,8,Low,Good
59,2.5,46,47,5.1,Low,Yes,No,School,8.4,0,High,Poor
97,9.4,92,92,8.4,High,Yes,Yes,Postgraduate,3.7,7,Low,Excellent
58,2.8,35,49,4.3,Low,No,No,School,8.8,2,High,Poor
75,5.4,85,82,7.0,High,Yes,Yes,Postgraduate,2.8,4,Low,Good
73,2.5,69,57,6.2,Medium,Yes,No,School,7.6,4,High,Average
74,5.8,84,82,7.9,Medium,Yes,Yes,Postgraduate,4.5,5,Low,Good
74,2.4,68,62,5.4,Low,Yes,Yes,School,4.8,2,Medium,Average
72,3.2,62,52,6.1,Medium,Yes,No,Graduate,4.6,2,High,Average
92,7.2,86,96,7.9,High,Yes,Yes,Postgraduate,2.9,7,Low,Excellent
90,6.7,93,90,8.1,High,Yes,Yes,Postgraduate,1.7,10,Low,Excellent
80,4.4,79,72,6.9,Medium,Yes,Yes,Postgraduate,2.5,5,Medium,Good
69,2.1,60,66,6.9,Medium,Yes,Yes,School,6.2,2,Medium,Average
85,6.7,98,99,8.7,High,Yes,Yes,Postgraduate,2.3,7,Low,Excellent
89,4.6,72,82,7.0,High,Yes,Yes,Postgraduate,5.7,6,Low,Good
56,2.0,47,48,5.2,Low,No,No,Graduate,6.6,1,High,Poor
47,1.9,43,35,5.6,Low,Yes,No,School,7.4,0,High,Poor
70,2.2,70,67,6.9,Low,Yes,No,School,6.9,2,Medium,Average
61,2.2,69,66,6.3,Low,Yes,No,School,4.3,3,High,Average
59,1.1,42,39,4.9,Low,Yes,No,Graduate,6.1,0,High,Poor
73,2.3,67,67,5.3,Low,Yes,Yes,Graduate,5.1,3,Medium,Average
86,8.5,85,99,7.4,High,Yes,Yes,Postgraduate,1.6,10,Low,Excellent
90,4.9,74,81,7.9,High,Yes,Yes,Graduate,3.5,7,Low,Good
72,4.7,84,85,7.6,High,Yes,Yes,Graduate,4.3,5,Medium,Good
100,7.5,98,93,8.1,High,Yes,Yes,Postgraduate,3.4,8,Low,Excellent
57,4.4,64,55,6.2,Medium,Yes,Yes,Graduate,5.6,4,High,Average
93,9.4,95,97,7.1,High,Yes,Yes,Postgraduate,2.2,10,Low,Excellent
59,2.9,70,58,5.9,Low,Yes,Yes,Graduate,6.7,5,High,Average
97,7.5,88,90,7.7,High,Yes,Yes,Postgraduate,2.7,10,Low,Excellent
65,3.4,57,59,5.6,Medium,Yes,No,School,5.3,5,High,Average
85,9.7,98,90,7.6,High,Yes,Yes,Postgraduate,3.9,9,Low,Excellent
69,3.4,60,65,5.3,Medium,Yes,Yes,School,4.8,2,High,Average
59,4.1,53,58,6.9,Medium,Yes,Yes,Graduate,7.3,4,High,Average
58,1.0,37,45,5.1,Low,No,No,School,7.8,0,High,Poor
59,4.7,60,63,6.9,Low,Yes,No,School,5.2,4,Medium,Average
91,8.8,88,89,8.1,High,Yes,Yes,Postgraduate,2.1,7,Low,Excellent
98,8.5,100,92,7.7,High,Yes,Yes,Postgraduate,3.9,9,Low,Excellent
44,2.7,46,52,4.9,Low,No,No,School,8.4,0,High,Poor
56,4.7,50,69,6.9,Medium,Yes,Yes,Graduate,7.1,4,Medium,Average
87,4.8,81,82,7.8,Medium,Yes,Yes,Graduate,4.8,8,Medium,Good
84,4.6,72,81,7.0,High,Yes,Yes,Graduate,4.1,4,Medium,Good
65,3.5,63,55,6.7,Low,Yes,Yes,School,5.1,3,Medium,Average
74,2.9,68,67,5.1,Medium,Yes,No,Graduate,7.4,4,High,Average
58,2.8,38,50,4.2,Low,No,No,School,9.5,1,High,Poor
49,2.8,54,46,4.4,Low,No,No,School,7.5,2,High,Poor
74,5.2,74,71,7.6,High,Yes,Yes,Postgraduate,4.9,5,Low,Good
58,1.3,38,33,4.2,Low,No,No,Graduate,8.7,2,High,Poor
75,5.2,81,70,6.3,High,Yes,Yes,Postgraduate,3.8,4,Low,Good
57,1.5,47,50,4.6,Low,No,No,Graduate,8.4,2,High,Poor
87,8.6,97,94,8.6,High,Yes,Yes,Postgraduate,3.5,7,Low,Excellent
88,8.6,85,100,7.7,High,Yes,Yes,Postgraduate,1.4,10,Low,Excellent
53,1.2,41,45,4.8,Low,No,No,School,8.4,1,High,Poor
47,2.5,37,54,5.0,Low,No,No,School,9.4,2,High,Poor
46,1.4,45,51,5.4,Low,No,No,Graduate,9.6,1,High,Poor
91,6.9,89,88,7.8,High,Yes,Yes,Postgraduate,2.8,8,Low,Excellent
54,2.4,49,49,4.6,Low,Yes,No,Graduate,6.9,0,High,Poor
66,3.8,54,69,6.4,Low,Yes,No,Graduate,5.6,5,High,Average
88,8.1,90,86,9.0,High,Yes,Yes,Postgraduate,1.2,7,Low,Excellent
72,4.1,80,84,6.9,High,Yes,Yes,Postgraduate,5.2,8,Medium,Good
83,5.9,75,77,6.8,Medium,Yes,Yes,Graduate,5.6,8,Low,Good
83,5.3,75,81,7.1,Medium,Yes,Yes,Postgraduate,4.3,8,Low,Good
67,2.8,62,51,6.5,Medium,Yes,No,Graduate,5.0,4,Medium,Average
73,5.2,83,78,6.4,Medium,Yes,Yes,Graduate,5.5,5,Low,Good
72,4.1,82,78,6.9,High,Yes,Yes,Postgraduate,3.0,5,Low,Good
61,4.5,65,56,5.1,Low,Yes,Yes,School,6.8,3,Medium,Average
89,8.7,89,94,8.1,High,Yes,Yes,Postgraduate,3.8,10,Low,Excellent
49,2.6,41,50,5.6,Low,No,No,Graduate,7.4,1,High,Poor
89,9.5,97,94,7.5,High,Yes,Yes,Postgraduate,3.5,7,Low,Excellent
42,1.2,48,46,4.6,Low,Yes,No,School,9.4,0,High,Poor
73,4.5,77,78,7.7,High,Yes,Yes,Graduate,2.3,8,Medium,Good
86,6.2,71,78,8.0,Medium,Yes,Yes,Graduate,2.7,4,Low,Good
44,1.5,49,48,5.2,Low,No,No,School,6.7,0,High,Poor
60,2.9,50,45,5.2,Low,No,No,Graduate,7.1,0,High,Poor
55,1.1,55,32,4.2,Low,Yes,No,Graduate,8.7,2,High,Poor
61,4.8,60,65,6.4,Low,Yes,No,Graduate,6.5,5,Medium,Average
50,2.0,50,38,5.4,Low,Yes,No,School,9.6,1,High,Poor
55,3.2,68,55,6.7,Medium,Yes,Yes,School,7.3,5,High,Average
71,4.3,80,83,6.7,Medium,Yes,Yes,Postgraduate,3.6,4,Low,Good
72,2.7,57,50,5.5,Low,Yes,No,Graduate,6.2,5,High,Average
42,2.0,46,31,5.9,Low,Yes,No,Graduate,6.2,1,High,Poor
99,8.0,92,94,8.2,High,Yes,Yes,Postgraduate,1.4,8,Low,Excellent
57,2.4,68,60,7.0,Medium,Yes,Yes,Graduate,5.9,3,Medium,Average
92,6.1,98,95,7.1,High,Yes,Yes,Postgraduate,1.9,10,Low,Excellent
51,1.2,46,32,5.0,Low,Yes,No,Graduate,7.2,1,High,Poor
100,6.2,88,90,8.8,High,Yes,Yes,Postgraduate,2.5,10,Low,Excellent
77,5.6,70,80,7.1,Medium,Yes,Yes,Graduate,2.6,4,Low,Good
74,4.9,73,81,6.2,Medium,Yes,Yes,Postgraduate,3.4,6,Medium,Good
86,6.6,88,94,8.2,High,Yes,Yes,Postgraduate,1.1,7,Low,Excellent
85,5.4,85,76,6.3,High,Yes,Yes,Graduate,3.7,7,Medium,Good
59,2.1,55,48,4.3,Low,Yes,No,Graduate,7.5,0,High,Poor
90,9.2,100,86,7.4,High,Yes,Yes,Postgraduate,2.9,7,Low,Excellent
63,3.7,52,50,6.1,Medium,Yes,Yes,School,8.0,4,High,Average
90,9.9,91,97,8.7,High,Yes,Yes,Postgraduate,1.4,8,Low,Excellent
52,1.5,47,47,4.7,Low,Yes,No,School,6.2,2,High,Poor
74,2.8,53,67,7.0,Medium,Yes,Yes,School,7.2,4,High,Average
46,2.7,37,36,5.3,Low,Yes,No,School,7.3,0,High,Poor
56,2.1,39,45,4.6,Low,No,No,School,8.9,0,High,Poor
90,9.8,88,92,7.3,High,Yes,Yes,Postgraduate,3.9,8,Low,Excellent
72,2.5,66,59,6.9,Low,Yes,No,School,7.8,3,High,Average
60,2.4,45,41,4.1,Low,No,No,School,9.1,0,High,Poor
74,2.2,60,59,5.8,Medium,Yes,Yes,School,7.5,3,High,Average
89,9.4,94,90,8.1,High,Yes,Yes,Postgraduate,2.7,8,Low,Excellent
85,9.3,88,99,7.0,High,Yes,Yes,Postgraduate,2.0,7,Low,Excellent
86,7.2,93,93,8.6,High,Yes,Yes,Postgraduate,3.4,9,Low,Excellent
88,6.6,83,76,7.5,High,Yes,Yes,Graduate,3.2,7,Medium,Good
68,2.4,60,60,5.8,Low,Yes,Yes,School,7.8,4,High,Average
78,6.7,80,73,7.7,High,Yes,Yes,Postgraduate,4.3,6,Medium,Good
70,4.8,79,73,6.5,Medium,Yes,Yes,Graduate,5.5,4,Low,Good
89,4.4,85,85,7.2,High,Yes,Yes,Graduate,3.4,5,Low,Good
87,5.5,76,75,7.4,Medium,Yes,Yes,Graduate,3.3,6,Medium,Good
100,8.8,90,97,7.1,High,Yes,Yes,Postgraduate,1.7,8,Low,Excellent
94,6.3,88,96,8.8,High,Yes,Yes,Postgraduate,1.5,8,Low,Excellent
74,4.9,76,85,6.3,Medium,Yes,Yes,Postgraduate,5.4,4,Low,Good
53,2.1,54,50,5.2,Low,No,No,School,6.6,2,High,Poor
44,2.6,44,44,5.1,Low,Yes,No,School,7.1,2,High,Poor
74,3.6,64,50,6.1,Low,Yes,No,School,6.5,5,Medium,Average
70,2.3,69,57,6.4,Medium,Yes,Yes,Graduate,6.8,2,Medium,Average
83,6.9,71,81,6.4,Medium,Yes,Yes,Postgraduate,2.8,7,Low,Good
75,5.8,81,82,7.7,High,Yes,Yes,Postgraduate,4.8,8,Low,Good
85,6.5,95,94,7.5,High,Yes,Yes,Postgraduate,3.6,9,Low,Excellent
78,6.4,79,83,6.5,High,Yes,Yes,Postgraduate,4.6,4,Low,Good
53,1.1,49,47,4.0,Low,Yes,No,Graduate,7.1,2,High,Poor
75,4.1,79,78,6.7,Medium,Yes,Yes,Graduate,4.9,7,Low,Good
65,3.5,52,68,5.5,Medium,Yes,Yes,Graduate,4.7,2,High,Average
66,2.7,61,55,5.1,Low,Yes,Yes,School,6.6,3,Medium,Average
71,5.4,72,71,7.0,High,Yes,Yes,Graduate,5.9,7,Low,Good
69,3.7,67,66,6.7,Medium,Yes,Yes,Graduate,6.3,4,Medium,Average
48,1.1,45,43,5.8,Low,No,No,Graduate,8.0,2,High,Poor
53,1.4,43,42,4.8,Low,Yes,No,School,6.5,1,High,Poor
56,2.5,48,35,4.2,Low,Yes,No,School,8.4,0,High,Poor
67,4.0,64,69,6.2,Medium,Yes,Yes,School,4.3,3,High,Average
50,2.7,45,54,4.8,Low,Yes,No,School,7.3,0,High,Poor
83,6.6,82,75,6.3,High,Yes,Yes,Postgraduate,3.4,6,Low,Good
56,3.0,50,51,5.8,Low,Yes,No,Graduate,9.0,0,High,Poor
56,4.9,60,62,5.3,Medium,Yes,No,School,4.1,4,High,Average
57,2.2,53,39,4.7,Low,No,No,Graduate,9.2,2,High,Poor
72,3.5,67,61,5.5,Medium,Yes,Yes,School,7.0,5,Medium,Average
91,8.3,88,88,8.4,High,Yes,Yes,Postgraduate,2.6,7,Low,Excellent
100,9.5,92,92,8.7,High,Yes,Yes,Postgraduate,3.1,9,Low,Excellent
81,5.8,72,81,7.5,Medium,Yes,Yes,Postgraduate,2.7,8,Medium,Good
92,8.4,98,95,8.4,High,Yes,Yes,Postgraduate,1.3,7,Low,Excellent
64,2.4,70,62,6.7,Medium,Yes,No,Graduate,4.4,3,High,Average
89,6.2,73,71,6.1,High,Yes,Yes,Graduate,2.7,8,Low,Good
88,9.6,88,87,7.3,High,Yes,Yes,Postgraduate,3.9,9,Low,Excellent
97,8.6,85,85,9.0,High,Yes,Yes,Postgraduate,3.1,10,Low,Excellent
64,4.1,50,58,5.7,Medium,Yes,Yes,School,6.0,3,High,Average
87,8.1,97,97,8.3,High,Yes,Yes,Postgraduate,3.0,8,Low,Excellent
72,3.3,52,60,5.5,Medium,Yes,Yes,Graduate,6.7,4,High,Average
70,3.4,69,67,6.2,Low,Yes,No,School,6.4,2,High,Average
47,2.4,46,37,4.0,Low,No,No,Graduate,6.3,2,High,Poor
87,9.4,86,100,8.6,High,Yes,Yes,Postgraduate,3.2,7,Low,Excellent
60,2.2,62,51,5.3,Medium,Yes,No,Graduate,6.1,2,Medium,Average
74,4.6,63,53,6.8,Medium,Yes,Yes,Graduate,7.7,3,High,Average
87,4.2,77,77,6.8,High,Yes,Yes,Graduate,2.5,6,Medium,Good
95,9.2,89,92,8.6,High,Yes,Yes,Postgraduate,2.0,8,Low,Excellent
74,3.2,70,54,5.4,Low,Yes,No,School,5.4,4,High,Average
86,6.9,85,80,6.8,High,Yes,Yes,Graduate,4.6,5,Low,Good
47,2.7,37,42,4.8,Low,No,No,Graduate,9.9,1,High,Poor
91,8.8,93,93,7.1,High,Yes,Yes,Postgraduate,3.2,9,Low,Excellent
57,3.2,58,60,6.6,Medium,Yes,Yes,School,6.1,3,High,Average
67,4.4,57,62,6.4,Medium,Yes,Yes,Graduate,4.9,3,High,Average
60,1.8,49,39,4.5,Low,Yes,No,Graduate,9.0,1,High,Poor
45,1.6,41,37,4.8,Low,Yes,No,School,6.1,1,High,Poor
70,5.4,82,85,6.7,High,Yes,Yes,Graduate,3.0,4,Medium,Good
56,1.9,45,34,4.8,Low,Yes,No,Graduate,6.1,1,High,Poor
87,5.6,75,74,7.3,Medium,Yes,Yes,Graduate,4.9,7,Medium,Good
50,2.1,51,42,4.2,Low,No,No,School,8.8,0,High,Poor
56,3.6,52,67,6.2,Medium,Yes,Yes,School,6.7,5,Medium,Average
86,4.9,83,76,6.8,High,Yes,Yes,Postgraduate,3.9,4,Low,Good
50,2.2,49,50,4.7,Low,No,No,School,6.1,2,High,Poor
74,4.6,70,69,6.8,Medium,Yes,No,Graduate,7.3,5,High,Average
74,6.3,83,84,7.5,Medium,Yes,Yes,Postgraduate,2.9,8,Medium,Good
97,7.9,99,86,7.2,High,Yes,Yes,Postgraduate,3.4,7,Low,Excellent
40,2.4,45,53,5.8,Low,Yes,No,Graduate,8.2,0,High,Poor
72,4.9,52,56,6.3,Low,Yes,No,School,7.8,2,High,Average
83,5.3,83,77,6.8,Medium,Yes,Yes,Postgraduate,4.0,4,Low,Good
87,8.3,98,97,8.2,High,Yes,Yes,Postgraduate,2.7,10,Low,Excellent
49,2.8,40,35,5.5,Low,Yes,No,School,8.6,0,High,Poor
94,8.3,91,89,7.8,High,Yes,Yes,Postgraduate,2.7,7,Low,Excellent
58,4.0,58,62,6.8,Low,Yes,No,Graduate,6.5,5,Medium,Average
90,4.8,83,84,8.0,Medium,Yes,Yes,Postgraduate,4.8,4,Medium,Good
81,4.5,71,70,8.0,High,Yes,Yes,Graduate,4.4,6,Low,Good
47,1.2,53,44,4.3,Low,Yes,No,School,10.0,2,High,Poor
88,6.5,73,71,7.4,High,Yes,Yes,Postgraduate,4.1,8,Medium,Good
59,1.5,47,33,5.6,Low,Yes,No,School,6.9,2,High,Poor
83,6.1,85,73,7.0,Medium,Yes,Yes,Graduate,5.8,5,Low,Good
49,2.0,49,42,5.5,Low,No,No,School,8.1,1,High,Poor
41,2.2,44,38,4.5,Low,Yes,No,School,7.5,0,High,Poor
86,7.8,90,85,7.1,High,Yes,Yes,Postgraduate,1.2,7,Low,Excellent
77,4.7,82,79,6.1,Medium,Yes,Yes,Graduate,2.4,7,Medium,Good
88,8.9,90,86,9.0,High,Yes,Yes,Postgraduate,3.6,7,Low,Excellent
80,4.4,70,81,6.6,High,Yes,Yes,Graduate,2.4,6,Low,Good
87,5.5,82,76,6.6,High,Yes,Yes,Postgraduate,4.2,5,Medium,Good
72,5.6,83,73,7.6,Medium,Yes,Yes,Graduate,2.4,8,Medium,Good
64,3.1,60,70,5.5,Medium,Yes,Yes,Graduate,7.0,2,High,Average
84,6.8,75,70,6.1,High,Yes,Yes,Graduate,2.7,5,Medium,Good
90,5.5,75,80,6.3,Medium,Yes,Yes,Postgraduate,2.3,6,Low,Good
